python3-gdbm	3.12.3-0ubuntu1	amd64
python3-gi	3.48.2-1	amd64
python3-hamcrest	2.1.0-1	all
python3-httplib2	0.20.4-3ubuntu0.1	all
python3-hyperlink	21.0.0-5	all
python3-idna	3.6-2ubuntu0.2	all
python3-incremental	22.10.0-1	all
python3-jinja2	3.1.2-1ubuntu1.3	all
python3-json-pointer	2.0-0ubuntu1	all
python3-jsonpatch	1.32-3	all
python3-jsonschema	4.10.3-2ubuntu1	all
python3-jwt	2.7.0-1ubuntu0.1	all
python3-launchpadlib	1.11.0-6	all
python3-lazr.restfulclient	0.14.6-1	all
python3-lazr.uri	1.0.6-3	all
python3-markdown-it	3.0.0-2	all
python3-markupsafe	2.1.5-1build2	amd64
python3-mdurl	0.1.2-1	all
python3-minimal	3.12.3-0ubuntu2.1	amd64
python3-netifaces	0.11.0-2build3	amd64
python3-netplan	1.1.2-8ubuntu1~24.04.2	amd64
python3-newt	0.52.24-2ubuntu2	amd64
python3-oauthlib	3.2.2-1	all
python3-openssl	23.2.0-1ubuntu0.1	all
python3-pkg-resources	68.1.2-2ubuntu1.2	all
python3-problem-report	2.28.3-0ubuntu0.1	all
python3-pyasn1	0.4.8-4ubuntu0.3	all
python3-pyasn1-modules	0.2.8-1	all
python3-pycurl	7.45.3-1build2	amd64
python3-pygments	2.17.2+dfsg-1	all
python3-pyparsing	3.1.1-1	all
python3-pyrsistent	0.20.0-1build2	amd64
python3-requests	2.31.0+dfsg-1ubuntu1.1	all
python3-rich	13.7.1-1	all
python3-serial	3.5-2	all
python3-service-identity	24.1.0-1	all
python3-setuptools	68.1.2-2ubuntu1.2	all
python3-six	1.16.0-4	all
python3-software-properties	0.99.49.4	all
python3-systemd	235-1build4	amd64
python3-twisted	24.3.0-1ubuntu0.2	all
python3-typing-extensions	4.10.0-1	all
python3-tz	2024.1-2	all
python3-update-manager	1:24.04.12	all
python3-urllib3	2.0.7-1ubuntu0.7	all
python3-wadllib	1.3.6-5	all
python3-yaml	6.0.1-2build2	amd64
python3-zope.interface	6.1-1build1	amd64
python3.12	3.12.3-1ubuntu0.17	amd64
python3.12-minimal	3.12.3-1ubuntu0.17	amd64
readline-common	8.2-4build1	all
ripgrep	14.1.0-1	amd64
rpcsvc-proto	1.4.2-0ubuntu7	amd64
rsync	3.2.7-1ubuntu1.5	amd64
rsyslog	8.2312.0-3ubuntu9.4	amd64
run-one	1.17-0ubuntu2	all
sed	4.9-2ubuntu0.24.04.1	amd64
sensible-utils	0.0.22	all
session-migration	0.3.9build1	amd64
sgml-base	1.31	all
shared-mime-info	2.4-4	amd64
show-motd	3.12	all
slirp4netns	1.2.1-1build2	amd64
snapd	2.76.3+ubuntu24.04	amd64
socat	1.8.0.0-4ubuntu0.1	amd64
software-properties-common	0.99.49.4	all
squashfs-tools	1:4.6.1-1build1	amd64
sudo	1.9.15p5-3ubuntu5.24.04.3	amd64
systemd	255.4-1ubuntu8.17	amd64
systemd-dev	255.4-1ubuntu8.17	all
systemd-hwe-hwdb	255.1.7	all
systemd-resolved	255.4-1ubuntu8.17	amd64
systemd-sysv	255.4-1ubuntu8.17	amd64
systemd-timesyncd	255.4-1ubuntu8.17	amd64
sysvinit-utils	3.08-6ubuntu3	amd64
tar	1.35+dfsg-3ubuntu0.4	amd64
time	1.9-0.2build1	amd64
tmux	3.4-1ubuntu0.1	amd64
tzdata	2026c-0ubuntu0.24.04.1	all
ubuntu-keyring	2023.11.28.1	all
ubuntu-minimal	1.539.2	amd64
ubuntu-mono	24.04-0ubuntu1	all
ubuntu-pro-client	37.2ubuntu~24.04.1	amd64
ubuntu-pro-client-l10n	37.2ubuntu~24.04.1	amd64
ubuntu-release-upgrader-core	1:24.04.29	all
ubuntu-wsl	1.539.2	amd64
ucf	3.0043+nmu1	all
udev	255.4-1ubuntu8.17	amd64
uidmap	1:4.13+dfsg1-4ubuntu3.2	amd64
unattended-upgrades	2.9.1+nmu4ubuntu1	all
unzip	6.0-28ubuntu4.1	amd64
update-manager-core	1:24.04.12	all
update-motd	3.12	all
usb.ids	2024.03.18-1	all
util-linux	2.39.3-9ubuntu6.6	amd64
uuid-runtime	2.39.3-9ubuntu6.6	amd64
vim	2:9.1.0016-1ubuntu7.20	amd64
vim-common	2:9.1.0016-1ubuntu7.20	all
vim-runtime	2:9.1.0016-1ubuntu7.20	all
vim-tiny	2:9.1.0016-1ubuntu7.20	amd64
wget	1.21.4-1ubuntu4.5	amd64
whiptail	0.52.24-2ubuntu2	amd64
wsl-pro-service	0.1.18~24.04.3	amd64
wsl-setup	0.5.10~24.04.2	amd64
wslu	3.2.3-0ubuntu3	amd64
x11-common	1:7.7+23ubuntu3	all
x11-utils	7.7+6build2	amd64
x11-xkb-utils	7.7+8build2	amd64
xauth	1:1.1.2-1build1	amd64
xdg-user-dirs	0.18-1build1	amd64
xdotool	1:3.20160805.1-5build1	amd64
xfonts-cyrillic	1:1.0.5+nmu1	all
xfonts-encodings	1:1.0.5-0ubuntu2	all
xfonts-scalable	1:1.0.3-1.3	all
xfonts-utils	1:7.7+6build3	amd64
xkb-data	2.41-2ubuntu1.1	all
xml-core	0.19	all
xserver-common	2:21.1.12-1ubuntu1.6	all
xvfb	2:21.1.12-1ubuntu1.6	amd64
xxd	2:9.1.0016-1ubuntu7.20	amd64
xz-utils	5.6.1+really5.4.5-1ubuntu0.3	amd64
zlib1g	1:1.3.dfsg-3.1ubuntu2.2	amd64
